source_prefix	source_id	source_name	relation	target_prefix	target_id	type	source
ARI	0001208	Uveitis	skos:exactMatch	SNOMEDCT	231947004	manual-negative	github:KrishnaTO
ARI	0001208	Uveitis	skos:exactMatch	omop	4335981	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	SNOMEDCT	128461001	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	SNOMEDCT	31848007	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	omop	4135937	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	omop	4027230	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	ncit	C70646	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	umls	C1527226	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	umls	C0206138	manual-negative	github:KrishnaTO
ARI	0001199	Systemic sclerosis with limited cutaneous involvement	skos:exactMatch	mesh	D017675	manual-negative	github:KrishnaTO
ARI	0001047	Autoimmune retinopathy	skos:exactMatch	SNOMEDCT	724809006	manual	github:KrishnaTO
ARI	0001047	Autoimmune retinopathy	skos:exactMatch	omop	37110540	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	SNOMEDCT	66944004	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	omop	4281109	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	DOID	7188	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	ncit	C38766	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	icd10cm	E06.3	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	umls	C0920350	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	mesh	D013967	manual	github:KrishnaTO
ARI	0001049	Autoimmune urticaria	skos:exactMatch	SNOMEDCT	402397006	manual	github:KrishnaTO
ARI	0001049	Autoimmune urticaria	skos:exactMatch	omop	4224623	manual	github:KrishnaTO
ARI	0001050	Autoimmune urticaria and/or angioedema	skos:exactMatch	SNOMEDCT	402402005	manual	github:KrishnaTO
ARI	0001050	Autoimmune urticaria and/or angioedema	skos:exactMatch	omop	4221673	manual	github:KrishnaTO
ARI	0001051	Autoimmune vasculitis	skos:exactMatch	SNOMEDCT	427213005	manual	github:KrishnaTO
ARI	0001051	Autoimmune vasculitis	skos:exactMatch	omop	4146124	manual	github:KrishnaTO
ARI	0001051	Autoimmune vasculitis	skos:exactMatch	DOID	0040097	manual	github:KrishnaTO
ARI	0001051	Autoimmune vasculitis	skos:exactMatch	umls	C1328843	manual	github:KrishnaTO
ARI	0001036	Autoimmune-Inflammatory Syndrome Induced by Adjuvants	skos:exactMatch	omop	1331726	manual	github:KrishnaTO
ARI	0001052	Balo concentric sclerosis	skos:exactMatch	SNOMEDCT	230380005	manual	github:KrishnaTO
ARI	0001052	Balo concentric sclerosis	skos:exactMatch	omop	4046110	manual	github:KrishnaTO
ARI	0001052	Balo concentric sclerosis	skos:exactMatch	DOID	0060215	manual	github:KrishnaTO
ARI	0001052	Balo concentric sclerosis	skos:exactMatch	mesh	D002549	manual	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	SNOMEDCT	21983002	manual-negative	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	omop	4130018	manual-negative	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	omop	4034815	manual-negative	github:KrishnaTO
ARI	0001048	Autoimmune thyroiditis	skos:exactMatch	omop	135215	manual-negative	github:KrishnaTO
ARI	0001049	Autoimmune urticaria	skos:exactMatch	DOID	0080747	manual-negative	github:KrishnaTO
ARI	0001049	Autoimmune urticaria	skos:exactMatch	mesh	D000080223	manual-negative	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	SNOMEDCT	310701003	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	omop	436642	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	DOID	13241	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	ncit	C34416	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	icd10cm	M35.2	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	umls	C0004943	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	mesh	D001528	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	SNOMEDCT	34250006	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	omop	4142060	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	DOID	11656	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	ncit	C34907	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	icd10cm	L12.1	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	umls	C0030804	manual	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	mesh	D010390	manual	github:KrishnaTO
ARI	0001055	Bickerstaff's brainstem encephalitis	skos:exactMatch	SNOMEDCT	427086003	manual	github:KrishnaTO
ARI	0001055	Bickerstaff's brainstem encephalitis	skos:exactMatch	omop	4141686	manual	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	SNOMEDCT	721226005	manual-negative	github:KrishnaTO
ARI	0001053	Behçet's syndrome	skos:exactMatch	omop	36715522	manual-negative	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	SNOMEDCT	314757003	manual-negative	github:KrishnaTO
ARI	0001054	Benign mucous membrane pemphigoid	skos:exactMatch	omop	4152707	manual-negative	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	DOID	1678	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	icd10cm	N30.1	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	umls	C0600040	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	mesh	D018856	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	DOID	0060645	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	icd10cm	M86.3	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	mesh	C535456	manual	github:KrishnaTO
ARI	0001002	Acquired hemophilia	skos:exactMatch	ORPHA	73274	manual-negative	github:KrishnaTO
ARI	0001004	Acute febrile mucocutaneous lymph node syndrome	skos:exactMatch	ORPHA	2331	manual-negative	github:KrishnaTO
ARI	0001010	Alopecia areata	skos:exactMatch	ncit	C50575	manual-negative	github:KrishnaTO
ARI	0001004	Acute febrile mucocutaneous lymph node syndrome	skos:exactMatch	OMIM	611775	manual-negative	github:KrishnaTO
ARI	0001017	Antineutrophil cytoplasmic antibody positive vasculitis	skos:exactMatch	DOID	3049	manual-negative	github:KrishnaTO
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	icd10cm	M35.4	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	SNOMEDCT	24129002	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	omop	4083100	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	MONDO	0009175	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	ncit	C112116	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	ORPHA	3165	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	OMIM	226350	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	umls	C0264005	manual	github:Jennyzeng25
ARI	0001092	Fasciitis with eosinophilia syndrome	skos:exactMatch	mesh	C562487	manual	github:Jennyzeng25
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	SNOMEDCT	722119002	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	omop	36716199	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	MONDO	0013860	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	ncit	C123060	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	ORPHA	97560	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	mesh	D015433	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	mesh	D054990	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	ORPHA	2032	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	icd10cm	J84.112	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	ncit	C35716	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	MONDO	0800504	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	DOID	0050156	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	omop	45763750	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	SNOMEDCT	700250006	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	SNOMEDCT	236407003	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	omop	4128061	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	DOID	2986	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	MONDO	0005342	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	ncit	C34643	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	ORPHA	34145	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	mesh	D005922	manual	github:AnjaliRH
ARI	0001102	Idiopathic membranous glomerulonephritis	skos:exactMatch	OMIM	614692	manual-negative	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	OMIM	178500	manual-negative	github:AnjaliRH
